image_path,class_name,labels,feature_vector,x,y
/kaggle/input/van-gogh-paintings/Watercolors/Woman with White Shawl in a Wood.jpg,Watercolors,10,"[-0.21647826  0.15778312  0.03717764 ... -0.0826043  -0.06101192
  0.11000363]",5.366116,9.518922
/kaggle/input/van-gogh-paintings/Watercolors/Window of Vincent s Studio at the Asylum.jpg,Watercolors,10,"[-0.04653222  0.23014356  0.2904003  ...  0.0886239  -0.07845752
 -0.07493484]",8.163309,1.9976081
/kaggle/input/van-gogh-paintings/Watercolors/Young Woman Sewing.jpg,Watercolors,10,"[-0.09635451  1.1739317   0.68018955 ...  0.07766879  0.13337815
 -0.03404653]",-13.01437,14.695334
/kaggle/input/van-gogh-paintings/Watercolors/Women Miners.jpg,Watercolors,10,"[-0.0637588  -0.023898    0.34205484 ...  0.10713473  0.11555026
  0.22268216]",4.521463,8.598639
/kaggle/input/van-gogh-paintings/Watercolors/Vincent s House in Arles The Yellow House.jpg,Watercolors,10,"[ 0.09679689  0.3342977   0.41687685 ... -0.1298969  -0.03327098
  0.6273892 ]",-3.938963,-9.691201
/kaggle/input/van-gogh-paintings/Watercolors/The Ramparts of Paris.jpg,Watercolors,10,"[ 0.02385067  0.751223    0.6851196  ... -0.11071287  0.07370481
 -0.052749  ]",-9.914108,-9.477828
/kaggle/input/van-gogh-paintings/Watercolors/Potato Market.jpg,Watercolors,10,"[-5.8948848e-02  3.1291321e-01  4.2496747e-01 ...  1.4106752e-01
  3.2000331e-04 -1.3915184e-01]",2.9580333,-13.952723
/kaggle/input/van-gogh-paintings/Watercolors/Peasant Sitting by the Fireplace_Worn Out.jpg,Watercolors,10,"[-0.04596747  0.20302019  1.0066987  ... -0.12652926  0.14364244
  0.42634246]",-14.215562,15.610703
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sitting at the Fireside.jpg,Watercolors,10,[0.00423939 0.7410419  0.78982455 ... 0.03061885 0.62095237 0.29704767],-14.044922,14.525601
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman 2.jpg,Watercolors,10,"[-0.13781618  0.28315395  0.15986785 ... -0.00742688  0.00276014
 -0.04993705]",6.7036533,13.226477
/kaggle/input/van-gogh-paintings/Watercolors/View of Scheveningen.jpg,Watercolors,10,"[-0.13482347  0.3769164   1.0635742  ... -0.09906892  0.09886473
 -0.13290665]",-9.608815,-10.124168
"/kaggle/input/van-gogh-paintings/Watercolors/Peasant Woman, Head.jpg",Watercolors,10,"[ 0.09236389  0.5903263   0.55826366 ... -0.14960353 -0.06376363
 -0.14849682]",17.791428,0.2658886
"/kaggle/input/van-gogh-paintings/Watercolors/Standing Woman, Half-Length.jpg",Watercolors,10,"[-0.13494709  0.27074122  0.23293366 ... -0.13392498  0.05974223
 -0.00205181]",8.20216,13.236521
/kaggle/input/van-gogh-paintings/Watercolors/Lower Part of the Windmill De Laakmolen.jpg,Watercolors,10,"[ 0.49748483  0.23103316  0.31120753 ... -0.1303147   0.3492469
 -0.10065619]",-4.164396,-16.72922
/kaggle/input/van-gogh-paintings/Watercolors/The Heath with a Wheelbarrow.jpg,Watercolors,10,"[-0.06406077  0.5819609   0.34434482 ... -0.07606894  0.02119374
  0.42390472]",-9.269916,-6.4270697
/kaggle/input/van-gogh-paintings/Watercolors/Breton Women after Emile Bernard.jpg,Watercolors,10,"[-0.13083193  0.00564779  0.8861688  ... -0.16768275  0.3649451
  0.07589902]",5.9164186,0.9982486
/kaggle/input/van-gogh-paintings/Watercolors/Flowering Shrubs 2.jpg,Watercolors,10,"[-0.13750434 -0.11168514  0.5402891  ...  0.0038018  -0.04158155
  0.15609753]",-5.7223854,-1.0875514
/kaggle/input/van-gogh-paintings/Watercolors/The Landscape in Dr.jpg,Watercolors,10,"[-0.04927979  0.36771604  0.09555945 ... -0.05862038  0.29799402
  0.14023481]",-9.862661,-0.740369
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman Sewing.jpg,Watercolors,10,"[-0.19800928  0.16148     0.64538574 ...  0.14428502 -0.04296128
  0.2708232 ]",14.351249,-3.0772731
/kaggle/input/van-gogh-paintings/Watercolors/Weaver Facing Left.jpg,Watercolors,10,"[-0.13676633 -0.07987034  0.28569245 ... -0.08991908  0.3100886
 -0.10089663]",-2.1873496,-15.084394
/kaggle/input/van-gogh-paintings/Watercolors/Woman with Dark Cap Sien s Mother.jpg,Watercolors,10,"[ 0.2008708   0.8395936   0.01007253 ... -0.16627859 -0.14846934
 -0.14459734]",17.742495,0.3273249
/kaggle/input/van-gogh-paintings/Watercolors/Woman with a Broom.jpg,Watercolors,10,"[ 0.18461625  0.23321727  0.16070178 ... -0.01827682 -0.13583493
  0.04027382]",4.178719,1.8102852
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Vicarage at Etten.jpg,Works of the young van Gogh,11,"[-0.05308175  0.2024251  -0.00637769 ... -0.1458973   0.11583605
  0.06493861]",-6.6651807,-14.27392
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Dog.jpg,Works of the young van Gogh,11,"[-0.18675876  0.24164633  0.79240113 ... -0.10627781  0.4437781
  0.359594  ]",5.6237574,4.063755
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Sketch of Westminster Bridge and the Houses of Parliament.jpg,Works of the young van Gogh,11,"[-0.11840093 -0.15758537  0.04485712 ... -0.01442072  0.03535378
  0.14379968]",-1.9804739,7.684315
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/View of Helvoirt.jpg,Works of the young van Gogh,11,"[-0.10516305  0.36533275  0.03366498 ... -0.13564645 -0.09655944
 -0.09652857]",-11.4548235,2.1521778
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Miners in the Snow at Dawn sketch in letter 134.jpg,Works of the young van Gogh,11,"[-0.14256236 -0.14327906  0.9055723  ... -0.05644758  0.15350796
  0.17798954]",-6.575627,6.989908
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Two Sketches of a Man Leaning on His Spade.jpg,Works of the young van Gogh,11,"[ 0.10876594  0.33477983 -0.12327657 ... -0.15677986 -0.15503792
 -0.03661381]",-15.802874,8.499682
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Canal.jpg,Works of the young van Gogh,11,"[-0.18822205  0.37181717  0.6100376  ...  0.04502537  0.14314485
 -0.03191794]",-14.44016,-0.49738628
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Ditch.jpg,Works of the young van Gogh,11,"[-0.05582627  0.3881748   0.19111274 ...  0.08480915  0.4174263
 -0.08489979]",-14.239704,-0.2726274
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/The Au Charbonnage Cafe.jpg,Works of the young van Gogh,11,"[ 0.09994146  0.24233265 -0.03156296 ... -0.12515081  0.3143181
 -0.10199126]",-1.4281896,-11.979193
"/kaggle/input/van-gogh-paintings/Works of the young van Gogh/View of Royal Road, Ramsgate.jpg",Works of the young van Gogh,11,"[ 0.10636117  0.19446132  1.1375213  ...  0.06594225 -0.11524305
  0.1282213 ]",-8.048513,-15.651331
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Barn and Farmhouse.jpg,Works of the young van Gogh,11,"[ 0.00273821 -0.06257613  0.09000915 ... -0.12013473  0.3856747
  0.02090552]",-1.9754655,-12.959956
"/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Austin Friars Church, London.jpg",Works of the young van Gogh,11,"[-0.08944002 -0.0526666  -0.05012472 ... -0.17203736  0.11774994
  0.5072845 ]",-8.063696,-12.576272
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Churches at Petersham and Turnham Green.jpg,Works of the young van Gogh,11,"[ 0.11456377  0.09182756  0.01496423 ... -0.1328274   0.27743256
  0.28111744]",-7.730739,-12.877114
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Milk Jug.jpg,Works of the young van Gogh,11,"[-0.168039   -0.00207257 -0.03435743 ... -0.15743487  0.08851148
 -0.04805145]",1.5545331,5.173733
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/The Bridge.jpg,Works of the young van Gogh,11,"[ 0.19541928  0.17689589  0.46597213 ... -0.09919475  0.29193932
  0.3418107 ]",-11.967196,-12.286161
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Old Woman Asleep after Rops.jpg,Works of the young van Gogh,11,"[-0.14912723  1.2201874   0.8513015  ...  0.02990087  0.20838195
  0.04150102]",0.9695932,-2.5966947
"/kaggle/input/van-gogh-paintings/Works of the young van Gogh/View of Royal Road, Ramsgate 2.jpg",Works of the young van Gogh,11,"[ 0.11744803 -0.06405776  1.0175021  ... -0.07071506 -0.18172526
  0.10353131]",-7.9096637,-15.607949
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Corinthian Capital.jpg,Works of the young van Gogh,11,"[-0.12478863 -0.12812653 -0.09691052 ... -0.1632994  -0.22463098
 -0.06029964]",-1.0434173,4.47465
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Church of Helvoirt.jpg,Works of the young van Gogh,11,"[-0.08843426  0.27134204 -0.10215873 ...  0.2726637   0.31267133
 -0.02061504]",-12.422581,0.10791625
"/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Lange Vijverberg, The Hague.jpg",Works of the young van Gogh,11,"[-0.16564302  0.27411318  0.36523652 ... -0.05905851 -0.00824026
 -0.10643563]",-15.439034,0.99615103
"/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Vincent s Boarding House in Hackford Road, Brixton, London.jpg",Works of the young van Gogh,11,"[-0.07743117  0.14512011  0.36287722 ... -0.08570886 -0.00828924
  0.08817422]",-3.646918,6.414795
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/La Maison Magros.jpg,Works of the young van Gogh,11,"[ 0.1083302   0.12724207 -0.10964147 ... -0.16309588  0.0687001
 -0.11907656]",-6.3320937,-12.826801
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/The Cave of Machpelah.jpg,Works of the young van Gogh,11,"[-0.0730325   0.3709192   0.6588232  ... -0.12625502  0.46985278
  0.3618689 ]",-7.2377357,6.3569756
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/The Goat Herd.jpg,Works of the young van Gogh,11,"[-0.10167474  0.37117076  0.48743415 ...  0.26164046  0.1677269
  0.33040172]",-12.845519,9.79535
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Sketchbook 1.jpg,Works of the young van Gogh,11,"[-0.18764424  0.21292791  0.42959198 ... -0.09802351 -0.04719407
  0.45236716]",-2.7598257,14.3961
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Ville dAvray LEtang au Batelier.jpg,Works of the young van Gogh,11,"[-0.07710693  0.09348222  0.2877266  ... -0.00655714  0.1851322
 -0.13402028]",-3.2124288,7.8164854
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/The Surroundings of Croy Castle Near Aarle.jpg,Works of the young van Gogh,11,"[-0.18121625  0.16613609  0.0577918  ... -0.07748242  0.04470414
 -0.07247144]",-11.428423,0.43007618
/kaggle/input/van-gogh-paintings/Works of the young van Gogh/Vicarage and Church at Etten.jpg,Works of the young van Gogh,11,"[-0.08419078  0.22125076  0.15207264 ... -0.17806017  0.00436596
  0.04606317]",-6.428605,-14.02725
